,DLSs01,DLSs02,DLSs03,DPSs202001,DPSs202002,DPSs202003,HLs202001,HLs202002,HLs202003,SLTs202001,SLTs202002,SLTs202003,SLs01,SLs02,SLs03,XSs202001,XSs202002,XsSs202003
otu1040,6,0,0,8,10,0,11,0,0,0,37,9,2,0,0,205,131,24
otu10400,1,1,3,0,0,0,1,3,0,0,0,0,2,2,4,1,0,4
otu10401,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
otu10402,2,0,0,0,0,0,1,1,1,0,0,0,2,3,3,0,0,0
otu10403,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,1
otu10404,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,2
otu10405,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu10406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10409,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu1041,43,4,2,44,92,92,44,37,2,42,93,69,56,1,9,25,30,50
otu10410,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
otu10412,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
otu10414,4,1,0,0,0,0,2,4,1,2,2,2,0,1,3,1,2,2
otu10416,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10417,1,0,1,5,6,18,1,4,0,1,1,3,1,0,0,2,4,10
otu10418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10419,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu1042,0,0,0,16,16,11,5,10,8,14,14,9,0,0,0,12,12,3
otu10421,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,0
otu10423,0,0,0,0,0,0,4,0,0,0,65,0,0,0,0,0,1,0
otu10424,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,1
otu10425,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
otu10426,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5,1,2
otu1043,0,0,0,62,8,9,0,0,0,17,2,2,3,0,0,19,1,0
otu10436,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
otu10437,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
otu10438,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu10439,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
otu1044,2,0,0,9,7,11,9,1,4,15,2,1,0,2,2,0,1,0
otu10440,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
otu10441,1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0
otu10442,0,1,0,0,0,0,0,9,0,0,0,0,2,2,4,0,0,0
otu10443,0,1,0,0,0,0,0,0,0,0,0,0,1,127,22,3,0,0
otu10444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
otu10446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
otu10452,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
otu10455,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
otu10457,1,8,0,2,0,1,0,5,0,0,2,1,0,5,3,24,4,29
otu1046,32,8,53,0,0,0,2,2,0,0,2,5,78,23,131,0,1,3
otu10460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10462,0,1,4,0,0,0,6,3,1,1,0,0,2,0,0,0,1,1
otu10465,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10468,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,6,1
otu10469,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0
otu1047,1,0,0,0,0,0,0,0,0,0,0,0,495,0,1,0,0,0
otu10471,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10472,0,0,0,0,1,0,1,0,1,1,0,0,0,3,0,1,3,1
otu10473,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10474,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0
otu10475,3,14,10,0,0,2,1,1,2,3,1,2,2,8,7,6,4,3
otu10476,0,5,1,0,1,2,2,0,0,0,0,1,5,0,3,1,1,0
otu10477,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
otu10478,0,3,0,2,3,1,0,0,2,1,0,0,2,0,0,0,0,0
otu1048,0,0,0,14,0,0,0,0,1,0,18,9,0,0,1,23,1,0
otu10481,1,0,3,0,0,2,4,1,2,4,2,1,2,0,0,0,1,1
otu10486,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
otu10487,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10488,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10489,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1049,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10490,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
otu10493,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10496,4,0,3,0,0,0,2,1,0,0,1,0,0,0,6,2,0,5
otu10497,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10498,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu10499,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu105,0,0,0,4,0,0,0,7,4,0,0,2,2,2,4,6,0,0
otu1050,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10500,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
otu10501,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0
otu10502,0,0,2,1,2,2,0,1,0,1,1,0,1,0,0,2,1,3
otu10503,0,2,0,0,0,1,4,0,0,1,1,2,1,1,6,2,2,2
otu10504,4,0,2,0,0,0,2,0,0,0,1,0,0,2,2,0,0,0
otu10505,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
otu10506,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
otu10507,7,0,4,0,1,0,1,0,0,0,3,0,4,0,11,0,0,0
otu10508,3,3,8,0,0,0,2,0,0,0,2,0,0,0,2,6,2,2
otu10509,1,0,0,0,0,0,3,2,1,0,1,0,0,0,7,3,1,1
otu1051,0,0,1,2,10,6,2,12,0,1,1,0,0,0,4,11,23,32
otu10510,1,1,5,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
otu10511,4,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu10512,6,1,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10513,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu10514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10515,18,0,11,0,0,0,2,1,0,0,0,0,0,0,3,1,1,3
otu10516,10,0,1,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0
otu10517,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10518,4,2,7,0,0,0,0,4,0,0,1,0,1,0,0,0,0,2
otu10519,5,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1052,0,0,0,175,203,1362,1,90,0,160,0,1,0,0,0,0,1,259
otu10520,2,0,1,0,0,1,2,4,4,0,0,0,0,0,1,1,0,3
otu10521,2,1,2,0,1,2,0,0,0,1,0,0,1,0,3,0,0,0
otu10522,12,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0
otu10523,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
otu10524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10525,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10526,4,82,39,7,29,14,1,3,0,6,5,1,8,1,2,7,41,19
otu10527,2,5,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
otu10528,0,0,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,2
otu10529,1,6,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
otu1053,0,0,0,0,2,3,4,7,1,0,0,0,1,2,4,0,8,9
otu10530,5,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
otu10531,0,0,2,0,0,0,0,0,0,1,0,0,0,1,5,1,0,1
otu10532,0,0,17,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
otu10533,0,0,0,0,0,0,2,0,0,0,9,1,0,0,1,1,2,3
otu10534,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10535,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
otu10536,0,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10537,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
otu10538,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10539,3,11,13,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0
otu1054,0,0,0,0,8,3,7,4,0,1,13,10,0,0,0,21,205,154
otu10540,0,12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
otu10541,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10542,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1
otu10543,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,4,1
otu10544,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10545,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10546,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10547,1,1,11,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
otu10548,0,9,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1
otu10549,0,2,0,0,0,0,0,1,0,0,0,0,0,11,30,0,0,0
otu10550,0,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
otu10551,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,1,0
otu10552,13,40,73,19,18,27,62,44,36,25,25,112,34,14,51,83,45,61
otu10553,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu10554,12,46,132,7,2,3,7,2,0,4,4,8,13,5,21,18,16,18
otu10555,0,0,1,0,2,1,2,1,0,0,0,0,1,0,0,5,2,0
otu10556,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,3
otu10557,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1
otu10558,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,2,2,2
otu10559,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3
otu10560,0,8,19,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0
otu10561,0,1,2,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0
otu10562,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,2
otu10563,0,0,2,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0
otu10564,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
otu10565,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
otu10566,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
otu10567,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu10568,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10569,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,3,2
otu1057,0,0,0,1,0,0,1,0,0,1,8,4,0,0,0,4,0,0
otu10570,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
otu10571,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0
otu10572,1,0,2,0,0,0,1,0,1,2,3,2,3,0,0,1,1,2
otu10573,1,1,1,0,0,0,1,0,0,0,1,0,0,3,19,0,1,0
otu10574,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0
otu10575,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0
otu10576,0,0,2,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0
otu10577,3,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1
otu10579,17,0,3,0,1,1,3,0,0,1,0,20,0,0,1,1,2,3
otu1058,1,1,20,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0
otu10580,1,0,5,0,1,0,1,3,0,0,0,0,1,0,0,0,1,1
otu10581,1,0,1,0,0,0,0,2,0,0,0,0,4,0,5,0,1,1
otu10582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
otu10583,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0
otu10584,0,0,0,1,6,4,0,0,0,0,0,0,0,0,10,1,0,0
otu10585,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10586,4,0,2,2,13,7,15,16,14,7,32,20,2,0,1,4,16,7
otu10587,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10588,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10589,4,0,1,0,8,3,6,0,8,14,7,1,0,0,0,0,0,0
otu1059,0,0,3,0,0,0,0,0,31,1,0,0,0,1,3,0,0,0
otu10592,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
otu10593,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu10597,2,39,11,8,4,2,2,2,0,0,7,5,5,2,0,27,3,24
otu10598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu10599,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu106,49,0,64,0,0,1,3,0,0,0,1,1,0,0,0,0,0,0
otu1060,1,0,0,0,0,0,30,25,312,18,0,0,0,0,0,0,0,0
otu10600,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10603,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu10605,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10608,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
otu10609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10610,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
otu10611,0,0,0,4,10,4,5,3,0,11,0,0,3,1,1,0,1,3
otu10613,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
otu10614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu10615,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
otu10619,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0
otu1062,0,1,0,0,0,0,48,4,0,8,182,124,9,0,1,24,27,35
otu10620,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
otu10621,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0
otu10622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10624,0,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10626,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
otu10627,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
otu10628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1063,0,0,0,0,23,0,0,19,28,0,27,1,0,0,0,0,22,0
otu10631,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
otu10633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1064,0,0,0,0,0,1,64,3,6,10,135,76,0,0,0,25,24,19
otu10641,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
otu10643,0,0,0,0,0,0,5,0,0,1,1,0,2,0,0,0,0,0
otu10648,0,1,0,0,1,0,1,1,0,0,0,0,0,2,0,0,0,1
otu1065,4,1,0,6,1,0,2,1,3,9,8,3,3,3,1,5,3,0
otu10653,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
otu10654,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10655,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,1,1
otu10656,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10657,1,1,0,3,0,0,5,1,0,1,0,0,2,0,0,5,1,11
otu10658,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8
otu10659,0,0,0,0,1,1,3,2,1,4,0,0,0,0,0,0,0,0
otu1066,0,0,0,12,0,0,0,58,48,0,8,14,0,0,0,19,0,0
otu10660,0,0,0,0,0,0,7,4,2,4,0,0,0,0,0,0,0,1
otu10661,0,0,0,0,0,0,7,1,3,6,3,1,2,0,0,2,3,2
otu10662,0,0,0,1,3,0,0,0,1,10,0,0,0,0,0,0,0,0
otu10663,0,0,0,1,2,1,2,0,1,5,2,0,0,0,0,0,0,0
otu10664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
otu10665,0,0,2,0,1,0,0,2,2,0,1,0,0,0,0,0,2,0
otu10666,0,0,0,0,0,1,20,0,0,5,0,0,0,0,0,0,0,2
otu10667,0,0,0,0,0,2,7,0,3,3,0,0,7,1,0,3,1,0
otu10668,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu10669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu1067,0,1,3,19,18,4,50,1,0,4,29,96,0,0,1,170,145,86
otu10670,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
otu10671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10672,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,4,1
otu10673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10674,0,0,0,0,0,0,1,0,0,1,19,0,0,0,0,0,1,0
otu10675,0,0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,2,0
otu10676,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
otu10678,0,0,0,7,6,9,0,0,0,6,0,0,0,0,0,0,0,1
otu10679,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1068,0,0,0,208,87,93,0,4,0,47,0,0,0,0,1,54,10,9
otu10681,0,0,0,0,0,0,1,0,0,0,10,2,0,0,0,0,1,0
otu10682,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1
otu10683,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,2,1,3
otu10684,0,0,0,0,0,0,2,0,0,0,6,3,0,0,0,1,2,0
otu10685,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,1
otu10686,0,0,0,2,10,2,0,0,0,1,0,0,0,0,0,0,3,0
otu10687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10688,0,0,0,1,3,3,1,0,0,2,3,0,0,0,0,0,4,0
otu10689,0,0,1,1,3,2,0,0,0,0,0,0,1,0,1,2,2,2
otu1069,32,1,29,3,5,1,18,11,1,9,14,7,21,21,56,30,22,36
otu10690,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3
otu10691,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10692,0,0,0,0,0,0,5,0,0,0,4,15,0,0,0,8,6,6
otu10693,0,0,0,0,0,0,2,0,0,0,4,1,0,0,0,1,0,0
otu10694,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,1,2
otu10695,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0
otu10696,0,0,0,2,2,7,0,0,0,0,1,0,0,1,0,0,0,0
otu10697,0,0,0,0,0,0,7,0,1,3,1,0,0,0,0,0,0,1
otu10698,0,0,0,0,0,0,8,0,0,0,6,8,0,0,0,6,2,5
otu10699,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
otu107,105,0,1,0,0,0,9,6,30,2,2,3,2,5,0,0,0,2
otu1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10700,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0
otu10701,0,0,0,2,6,1,2,0,2,5,4,1,0,0,0,1,3,2
otu10702,1,0,1,0,0,1,0,0,0,0,2,1,4,0,0,0,2,2
otu10703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10704,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
otu10705,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,3,2
otu10706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu10707,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
otu10708,0,0,1,0,0,0,1,0,1,2,1,0,4,1,0,0,1,3
otu10709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1071,0,0,0,0,2,1,0,0,0,0,6,0,0,3,7,1,1,0
otu10710,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
otu10711,0,0,0,2,0,0,0,0,0,0,1,6,1,0,1,1,1,1
otu10712,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0
otu10713,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10714,1,0,2,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1
otu10715,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,0,0
otu10716,0,0,0,1,0,0,3,0,0,11,0,0,0,2,0,0,0,0
otu10719,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1072,0,0,0,0,13,1,93,9,56,84,0,0,0,0,0,0,17,5
otu10720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
otu10721,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10725,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
otu10726,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu10727,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0
otu10728,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0
otu10729,0,0,0,98,22,28,0,2,0,14,0,0,0,0,0,20,1,4
otu1073,2,0,9,2,17,2,2,4,6,6,31,30,5,0,1,6,19,4
otu10730,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,5,1,5
otu10731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10732,13,2,4,1,0,0,8,10,3,1,1,7,3,1,9,1,5,4
otu10733,0,0,0,0,0,0,1,3,0,0,5,0,0,0,2,10,5,13
otu10734,0,0,0,0,5,7,0,0,0,1,1,0,0,0,0,2,2,0
otu10735,0,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,2,0
otu10736,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10737,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0
otu10738,0,0,0,0,1,2,1,2,0,0,2,1,0,0,0,2,0,2
otu10739,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0
otu1074,0,0,1,1,15,2,0,47,43,0,19,0,0,0,0,0,36,7
otu10740,0,0,0,0,2,0,2,0,0,0,2,7,0,0,0,4,3,3
otu10741,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
otu10742,0,0,0,0,0,1,5,3,0,1,1,1,0,1,1,0,0,1
otu10743,0,0,0,3,0,1,0,2,3,0,3,0,0,0,0,2,0,1
otu10744,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
otu10747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu10749,0,0,0,0,2,3,2,0,1,5,3,2,0,0,0,1,0,0
otu1075,0,0,0,3,2,0,0,0,0,0,11,10,0,0,0,8,4,0
otu10756,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0
otu10757,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
otu10758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1076,3,0,0,3,2,0,0,2,2,6,3,9,2,1,2,7,2,4
otu10760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu10762,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10765,4,2,11,12,5,9,1,0,0,2,4,2,4,1,2,16,7,3
otu1077,83,44,125,2,1,6,36,8,13,15,10,23,50,10,148,20,20,15
otu10770,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,1,0,0
otu10771,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu10772,0,0,0,2,0,0,0,3,3,0,0,1,0,0,0,1,0,0
otu10773,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
otu10774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
otu10775,1,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,1,2
otu10776,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
otu10777,0,0,0,0,0,0,7,0,0,0,59,0,0,0,0,0,0,0
otu10778,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2
otu1078,6,2,36,21,19,29,22,10,3,9,35,16,19,30,83,109,39,44
otu10780,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,3,2,0
otu10781,0,0,0,1,1,0,0,0,1,3,5,5,1,0,0,0,0,0
otu10783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10785,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0
otu10787,4,1,0,0,0,0,4,5,1,0,3,2,0,0,0,2,1,1
otu1079,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10790,1,0,1,0,0,0,3,7,0,1,0,0,2,5,0,1,0,0
otu10792,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
otu10793,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10796,7,13,1,0,0,1,0,6,0,0,4,2,3,1,1,0,4,6
otu10797,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0
otu10798,1,8,0,0,1,0,20,4,1,0,1,0,0,0,0,4,0,0
otu10799,0,0,0,0,0,1,33,0,2,4,6,1,3,0,0,5,3,1
otu108,1,8,7,53,26,56,795,24,20,346,523,4121,11,33,5,786,581,937
otu1080,0,1,0,0,0,0,4,1,37,2,0,0,0,2,0,0,0,0
otu10800,0,0,0,0,0,0,6,0,0,1,0,0,0,0,3,0,0,1
otu10801,0,0,0,0,0,0,4,2,1,0,3,4,0,0,0,1,3,7
otu10802,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0
