,DLSs01,DLSs02,DLSs03,DPSs01,DPSs02,DPSs03,HLs01,HLs02,HLs03,SLTs01,SLTs02,SLTs03,SLs01,SLs02,SLs03,XSs01,XSs02,XSs03
otu10433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10436,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
otu10437,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
otu10439,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
otu1044,83,0,146,2,8,4,48,20,14,1,0,0,14,1,12,89,73,94
otu10445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1045,0,0,7,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0
otu10450,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10452,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10453,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
otu10455,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1
otu10456,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu10458,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0
otu1046,0,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10460,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10461,4,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0
otu10462,1,0,0,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1
otu10463,0,0,0,0,0,0,0,8,1,0,1,0,0,0,1,0,0,1
otu10464,7,0,0,0,0,0,0,0,0,0,0,0,4,15,6,0,0,0
otu10465,1,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0
otu10469,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu1047,3,37,14,0,2,1,22,6,17,3,0,3,6,35,11,22,10,11
otu10470,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
otu10471,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
otu10472,0,0,0,0,0,0,11,2,6,0,0,1,0,0,0,2,1,1
otu10473,0,0,0,0,0,0,16,2,1,1,0,0,0,0,0,0,1,0
otu10476,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2
otu10477,0,0,0,0,0,0,2,4,3,0,1,0,0,0,0,1,0,3
otu10478,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,3,0
otu1048,1,35,10,1,9,3,3,1,0,0,0,0,0,0,2,3,7,14
otu10480,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
otu10482,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,1,2,1
otu10483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10485,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu1049,0,0,2,0,0,0,224,60,162,24,4,20,14,1,1,76,116,61
otu10490,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
otu10493,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
otu10495,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
otu10498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu105,1,0,0,1,1,1366,16,7,20,128,136,123,2,0,0,166,4,146
otu1050,0,0,4,4,1,6,0,1,0,0,0,0,0,1,0,0,1,3
otu10501,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
otu10504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
otu10506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10507,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,5,5,1
otu1051,1,0,1,0,0,31,0,0,0,0,0,0,1,0,0,7,5,37
otu10511,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10512,2,0,0,1,2,0,0,0,0,1,0,0,2,2,2,0,0,0
otu10514,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10518,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu10519,1,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0
otu1052,14,0,0,0,0,2,0,0,0,4,6,0,0,2,0,0,5,0
otu10520,5,0,0,4,0,0,0,3,1,0,0,0,0,0,0,0,0,24
otu10522,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0
otu10524,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
otu10525,6,0,1,0,0,0,0,0,1,0,0,0,4,1,7,0,1,2
otu10526,11,0,1,2,0,0,0,0,0,0,0,1,1,4,5,0,0,0
otu10527,6,0,0,1,15,0,0,0,0,0,0,0,2,0,1,0,0,0
otu10529,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,4,4,0
otu1053,2,3,0,1,0,12,0,0,0,16,9,13,0,2,0,0,16,0
otu10530,0,0,0,0,0,0,10,0,4,1,0,0,0,0,0,3,7,2
otu10531,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0
otu10532,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10533,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
otu10534,1,0,3,2,2,0,0,0,1,0,0,0,1,4,1,1,0,0
otu10536,11,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu10537,2,0,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,0
otu10538,3,0,3,0,0,0,0,8,4,0,1,0,0,0,0,0,2,0
otu10539,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,0
otu1054,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,3,21
otu10540,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
otu10541,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10542,0,0,1,2,0,0,0,2,1,0,0,0,12,0,3,1,0,1
otu10543,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
otu10545,0,0,1,0,14,0,1,0,0,0,0,0,2,0,0,0,0,0
otu10546,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10548,0,0,0,1,0,0,9,0,1,2,0,0,5,0,0,3,1,1
otu10549,0,0,0,0,0,0,5,10,3,0,0,0,0,0,0,2,0,1
otu1055,0,0,6,2,4,0,0,0,0,0,1,0,2,0,0,1,0,0
otu10550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10551,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10552,0,0,0,0,0,0,1,1,5,0,0,0,15,0,2,0,0,1
otu10553,0,0,0,0,0,0,1,1,0,1,1,4,0,0,0,0,0,0
otu10554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10555,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,2,0,15
otu10557,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
otu10558,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
otu10559,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
otu1056,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
otu10563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu10566,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10568,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10569,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu1057,0,1,0,0,0,22,31,18,4,67,34,33,0,1,1,8,1,7
otu10570,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0
otu10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
otu10573,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10574,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10575,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10579,6,0,0,0,0,0,0,0,0,0,0,0,4,3,15,0,0,0
otu1058,134,4,3,0,4,9,4,4,5,4,5,8,95,89,170,33,2,2
otu10584,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10586,0,0,0,6,0,0,1,1,0,0,0,0,0,0,0,12,1,0
otu10587,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
otu10588,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
otu10589,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1
otu1059,0,0,14,0,6,1,0,0,0,0,0,0,2,0,1,0,1,0
otu10590,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
otu10592,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu10593,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu10595,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10596,0,0,0,0,7,0,0,0,0,0,0,0,2,0,2,0,0,0
otu10597,3,0,6,0,3,0,0,0,0,0,0,0,9,1,0,0,0,0
otu10598,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10599,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0,1
otu106,102,96,255,134,344,117,330,58,223,84,58,97,99,696,459,429,161,69
otu1060,19,1,32,7,9,0,15,81,8,0,14,0,240,52,36,12,23,9
otu10601,26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10602,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10603,0,0,4,0,0,0,0,5,0,0,0,0,1,0,0,5,0,0
otu10604,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
otu10606,0,0,0,0,0,0,1,1,0,0,0,0,2,6,10,2,3,1
otu10607,0,2,5,0,0,1,2,3,2,0,0,0,0,0,0,0,1,6
otu10609,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1061,0,5,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
otu10610,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,3,1
otu10611,0,0,0,0,0,0,3,3,2,1,0,0,0,0,0,2,2,2
otu10612,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
otu10613,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
otu10614,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
otu10615,0,0,0,0,0,0,3,6,6,0,1,0,0,0,0,0,4,2
otu10616,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,2,0,2
otu10617,0,0,0,0,0,0,1,8,3,0,0,0,0,0,0,1,1,0
otu10618,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,2,0,3
otu10619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1062,88,27,76,6,11,1,27,7,9,3,1,3,21,54,74,20,20,11
otu10623,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2
otu10624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
otu10628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1063,626,6,92,10,3,0,0,0,0,0,0,0,15,51,117,0,0,0
otu10630,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
otu10632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10633,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
otu10634,0,0,0,0,1,0,0,0,0,0,0,0,0,28,2,0,0,0
otu10635,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu10636,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10637,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
otu10638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu10639,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1064,1,0,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10645,4,1,0,0,0,0,3,0,0,7,1,0,2,0,1,0,0,0
otu10647,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
otu10649,2,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0
otu1065,0,1,1,1,0,15,2,0,0,0,2,1,0,9,3,1,2,1
otu10652,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10653,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10654,0,0,0,0,0,0,6,2,1,2,0,0,0,0,0,2,2,3
otu10655,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
otu10657,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10658,0,2,5,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0
otu10659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
otu1066,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu10661,1,5,4,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1
otu10662,20,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10663,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10664,3,0,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10665,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0
otu10666,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10667,0,0,0,1,0,0,0,0,0,0,0,0,13,0,8,0,0,0
otu10668,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
otu10669,0,10,5,0,0,0,1,7,0,0,1,0,0,0,0,0,0,1
otu1067,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10670,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10671,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10673,0,0,0,0,0,0,5,3,5,1,0,0,0,0,0,2,3,2
otu10675,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,1,4,3
otu10676,0,0,0,0,0,0,13,4,3,2,0,0,0,0,0,2,5,5
otu10677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1068,0,0,0,0,0,0,26,530,22,0,35,0,0,1,4,38,46,48
otu10682,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
otu10683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10686,0,0,0,0,3,0,0,0,1,0,0,0,1,3,13,0,0,0
otu10687,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0
otu1069,0,3,3,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0
otu10692,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
otu10694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu10695,0,0,0,2,7,0,1,0,1,0,0,0,0,0,0,0,3,0
otu10697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10699,0,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,0,0
otu107,14,1,101,29,38,376,0,0,1,27,26,26,21,5,1,40,4,75
otu1070,0,0,0,0,0,62,0,0,0,8,5,7,0,0,0,27,0,9
otu10700,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
otu10701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu10706,0,0,0,1,1,0,4,0,0,0,0,0,1,0,0,2,2,1
otu10707,3,0,0,0,1,0,0,0,0,0,0,0,4,5,10,0,0,0
otu10708,0,0,0,0,1,0,0,0,2,0,0,0,2,7,3,0,0,0
otu10709,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1071,28,0,3,0,100,1,1,0,1,4,2,0,249,41,129,9,0,6
otu10711,0,0,0,0,0,3,5,0,0,2,0,0,0,0,0,1,1,0
otu10714,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
otu10716,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu10717,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,4,0
otu10718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
otu10719,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
otu1072,0,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10720,0,2,0,0,1,0,0,2,3,0,0,0,0,2,2,2,0,2
otu10724,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
otu10725,2,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0
otu10726,13,1,0,0,0,0,2,0,5,0,0,1,0,0,0,0,0,2
otu10727,3,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
otu10728,4,0,0,0,2,0,0,0,0,0,0,0,4,1,2,0,0,0
otu10729,0,8,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1073,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu10730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10733,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,5
otu10735,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0
otu10737,0,0,0,0,0,3,0,0,0,1,5,2,0,0,0,0,0,0
otu10738,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu10739,0,0,0,0,0,0,8,2,4,0,0,0,0,0,0,2,5,1
otu10740,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,1
otu10741,0,0,0,0,0,0,3,10,1,0,1,0,0,0,0,3,2,2
otu10742,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0
otu10744,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1,0,3
otu10745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10746,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0
otu10747,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10748,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0
otu1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu10751,0,0,0,0,0,0,0,0,0,0,0,0,5,18,3,0,0,0
otu10754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10756,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
otu10757,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0
otu10758,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,3,0,0
otu10759,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
otu1076,11,11,4,0,0,0,1,5,8,0,0,0,6,4,1,1,1,1
otu10760,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
otu10761,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10763,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10765,1,0,0,0,1,0,0,0,0,0,0,0,4,2,2,0,0,0
otu10766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1077,4,3,11,3,0,5,0,0,0,2,1,1,2,3,0,1,6,0
otu10771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
otu10773,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
otu10774,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu10775,5,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10776,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,6,2,6
otu10777,0,1,0,1,3,0,0,0,1,0,0,0,1,0,0,1,1,1
otu10779,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1078,3,0,4,0,2,2,0,0,0,0,0,2,9,2,0,0,2,0
otu10780,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
otu10783,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0
otu10784,2,4,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu10787,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0
otu10788,1,0,0,2,2,0,0,0,0,0,0,0,13,1,1,0,0,0
otu10789,2,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
otu1079,3,3,6,4,2,86,0,0,21,5,3,18,9,0,1,9,5,63
otu10790,1,2,1,0,0,0,0,2,0,0,0,0,0,1,0,2,3,11
otu10791,1,1,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0
otu10792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10793,0,17,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10795,11,22,8,0,0,0,2,5,0,0,1,0,0,0,0,0,3,1
otu10796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10797,0,0,0,0,0,0,13,1,0,5,0,0,0,0,0,1,1,3
otu10798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu10799,0,0,0,0,0,0,3,9,1,0,1,0,1,0,0,2,1,3
otu108,1,1,2,3,48,217,1,2,1,126,107,160,3,17,2,435,4,4
otu1080,3,2,2,1,1,1,0,1,0,0,0,0,2,0,2,0,0,1
otu10800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
otu10802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10803,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0
otu10804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1081,450,11,23,18,0,0,0,11,2,0,0,1,30,146,35,2,1,1
otu10812,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,0
otu10813,0,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10814,0,0,0,0,9,0,0,0,0,0,0,0,7,5,4,0,0,0
otu10815,5,0,0,0,5,0,0,0,0,0,0,0,0,3,2,0,0,0
otu10816,0,0,0,0,0,2,4,2,1,0,0,0,0,0,0,0,1,11
otu10817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu10818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1082,16,1,5,3,31,10,0,0,0,13,7,15,106,118,83,11,4,0
otu10822,5,0,1,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0
otu10823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu10824,3,0,0,0,0,0,0,0,0,0,0,0,15,3,2,0,0,0
otu10825,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0
otu10826,0,0,0,0,0,0,2,0,0,0,4,5,0,0,0,0,0,0
otu10828,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu10829,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,0
otu1083,30,2,42,2,4,1,22,4,6,3,0,0,8,0,1,1,2,5
otu10830,1,0,0,0,4,0,0,0,0,0,0,0,6,4,6,0,0,0
otu10835,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu10836,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
otu10837,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10838,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10839,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1084,103,44,46,8,2,20,0,0,2,13,21,28,22,25,4,34,1,5
otu10840,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0
otu10842,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1
otu10843,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu10844,0,0,0,1,1,1,0,0,0,2,0,1,0,0,0,0,0,0
otu10846,5,0,0,0,2,0,0,0,0,0,0,0,5,6,10,0,0,0
otu10847,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10848,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10849,1,1,0,0,5,0,0,0,0,0,0,1,1,0,2,0,0,0
otu1085,13,94,72,4,3,0,29,231,96,2,20,7,23,11,61,36,59,41
otu10850,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0
otu10851,0,2,0,1,0,0,6,1,2,0,0,0,0,0,0,2,0,3
otu10852,15,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10853,0,0,0,0,0,0,6,6,3,1,0,0,0,0,0,5,2,1
otu10854,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu10856,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,3,0,4
otu10857,8,0,0,0,0,0,0,0,0,0,0,0,1,8,8,0,0,0
otu10858,10,0,2,0,1,0,7,0,0,0,0,0,0,0,2,0,0,0
otu1086,3,11,26,5,1,3,10,4,27,1,0,3,16,3,16,3,3,17
otu10860,1,0,0,1,0,0,0,0,0,0,0,0,11,0,1,0,0,0
otu10861,2,0,0,0,1,1,0,0,0,0,0,0,4,6,3,0,0,0
otu10862,1,9,3,0,0,0,7,2,1,4,0,0,0,0,0,1,0,1
otu10863,3,8,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0
otu10864,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu10865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu10866,0,0,7,0,0,0,1,7,6,0,0,2,0,0,0,1,0,0
otu10867,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu10868,0,0,0,0,0,0,1,0,2,2,0,1,0,0,1,0,0,0
otu10869,0,0,0,0,0,0,14,3,1,2,0,0,0,0,0,1,6,2
otu1087,1,1,0,0,1,82,0,0,0,2,5,11,3,1,0,6,5,22
otu10870,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu10871,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
otu10872,0,0,0,0,0,0,0,9,1,0,2,0,0,0,0,1,0,2
otu10875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
