OTU,Kingdom,Phylum,Order,Class,Family,Genus,Species,taxon,taxonomicLevel,trophicMode,guild,trait,growthForm,confidenceRanking,notes,citationSource
Zotu11353,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Cainia,Cainia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11367,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthe,Magnaporthe,13,Pathotroph,Plant Pathogen,NULL,Microfungus,Probable,Species in this genus cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11391,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Acrostalagmus,Acrostalagmus,13,Saprotroph-Symbiotroph,Endophyte-Undefined Saprotroph,NULL,Microfungus,Probable,Host - Malvaceae,"Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11394,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Nowakowskiella,Nowakowskiella,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu114,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Gibberella,Gibberella,13,Pathotroph,Plant Pathogen,NULL,Microfungus,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11412,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Syzygospora,Syzygospora,13,Pathotroph,Fungal Parasite-Lichen Parasite,NULL,Tremelloid,Highly Probable,NULL,List compiled by John Plischke III ((https://goodmushroom.weebly.com/uploads/5/7/1/7/57176535/fungi_on_fungi_pdf_lq.pdf))
Zotu11422,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Muscodor,Muscodor,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11423,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Sporobolomyces,Sporobolomyces,13,Pathotroph-Saprotroph,Fungal Parasite-Litter Saprotroph,NULL,Yeast,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu11457,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina X,Glomeromycotina XX,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11461,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycotina X,Olpidium,Olpidium,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11498,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Scytinostroma,Scytinostroma,13,Saprotroph,Undefined Saprotroph,White Rot,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11520,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Achroceratosphaeria,Achroceratosphaeria,13,Saprotroph,Undefined Saprotroph,NULL,Microfungus,Highly Probable,Saprobic on wood or submerged decorticated wood (R¨¦blov¨¢ et al. 2015),"R¨¦blov¨¢ M, et al. 2010. Fungal Diversity 43:75-84 ((https://doi.org/10.1007/s13225-010-0032-6)); R¨¦blov¨¢ M, et al. 2015 Persoonia 34:40-49 ((https://doi.org/10.3767/003158515X685544))."
Zotu11537,Eukaryota,Opisthokonta,Fungi,Fungi X,Fungi XX,Fungi XXX,Nucleophaga,Nucleophaga,13,Pathotroph,Animal Parasite,NULL,NULL,Probable,NULL,"Devasahayam HL, Henry LDC. 2009. Illustrated Plant Pathology - Basic Concepts, New India Publishing, New Delhi ((https://isbnsearch.org/isbn/9380235089)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11551,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Dictyonema,Dictyonema,13,Symbiotroph,Lichenized,NULL,Thallus,Highly Probable,NULL,Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Zotu11577,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu1158,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Arthrinium,Arthrinium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11581,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu11590,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Chytriomyces,Chytriomyces,13,Saprotroph,Undefined Saprotroph,NULL,Microfungus,Probable,NULL,Karling JS. 1945. American Journal of Botany 32362-369 ((http://doi.org/10.1002/j.1537-2197.1945.tb05132.x))
Zotu11592,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Nowakowskiella,Nowakowskiella,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11594,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Unclassified,Glomeromycota,3,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11597,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Bulbithecium,Bulbithecium,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11598,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Rhizophagus,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu116,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu11600,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Rhizophagus,Rhizophagus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11606,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu11608,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Sphaerobolus,Sphaerobolus,13,Saprotroph,Undefined Saprotroph,White Rot,Gasteroid,Probable,Common name - cannon ball fungus,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11613,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Hydnochaete,Hydnochaete,13,Saprotroph,Wood Saprotroph,White Rot,Corticioid-Hydnoid,Highly Probable,NULL,"Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo (ISBN: 978-0945345060)"
Zotu11614,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Gibberella,Gibberella,13,Pathotroph,Plant Pathogen,NULL,Microfungus,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11616,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11623,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Sporobolomyces,Sporobolomyces,13,Pathotroph-Saprotroph,Fungal Parasite-Litter Saprotroph,NULL,Yeast,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Nagy LG, et al. 2014. Nature Communications 5:e4471 ((https://doi.org/10.1038/ncomms5471)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu11657,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Thielavia,Thielavia,13,Saprotroph,Dung Saprotroph-Undefined Saprotroph,NULL,Microfungus,Highly Probable,NULL,"Bills GF, et al. 2013. Current Opinion in Microbiology 16:549-565 ((https://doi.org/10.1016/j.mib.2013.08.001)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11668,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11706,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Endogone,Endogone,13,Symbiotroph,Ectomycorrhizal,Hypogeous,Gasteroid,Probable,Common name - false truffle,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
Zotu11743,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11753,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu11755,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11756,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11770,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerella,Plectosphaerella,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,NULL,Microfungus,Probable,"Plectosporium was introduced by Palm et al. (1995) for Fusarium tabacinum, the anamorph of Plectosphaerella cucumerina (Carlucci et al. 2012)","Palm et al. 1995. Mycologia 87:397-406 ((https://doi.org/10.1080/00275514.1995.12026545)); Carlucci et al. 2012. Persoonia 28:34-48 ((https://doi.org/10.3767/003158512X638251)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Li et al. 2017. Mycobiology 45:110-113 ((https://doi.org/10.5941/MYCO.2017.45.2.110))"
Zotu11774,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Triparticalcar,Triparticalcar,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11783,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11792,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11794,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycotina X,Paraglomus,Paraglomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu1181,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Rhizophlyctis,Rhizophlyctis,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
Zotu1184,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Plectosphaerella,Plectosphaerella,13,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen,NULL,Microfungus,Probable,"Plectosporium was introduced by Palm et al. (1995) for Fusarium tabacinum, the anamorph of Plectosphaerella cucumerina (Carlucci et al. 2012)","Palm et al. 1995. Mycologia 87:397-406 ((https://doi.org/10.1080/00275514.1995.12026545)); Carlucci et al. 2012. Persoonia 28:34-48 ((https://doi.org/10.3767/003158512X638251)); David AS, et al. 2016. Microbial Ecology 71:912-926 ((https://doi.org/10.1007/s00248-015-0712-6)); Li et al. 2017. Mycobiology 45:110-113 ((https://doi.org/10.5941/MYCO.2017.45.2.110))"
Zotu11845,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Mycoemilia,Mycoemilia,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu1186,Eukaryota,Opisthokonta,Fungi,Mucoromycota,Mucoromycotina,Mucoromycotina X,Mortierella,Mortierella,13,Saprotroph-Symbiotroph,Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph,NULL,Microfungus,Probable,Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))"
Zotu11896,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Phlebia,Phlebia,13,Saprotroph,Wood Saprotroph,White Rot,Corticioid,Highly Probable,NULL,"Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)"
Zotu11953,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Pucciniomycetes,Septobasidium,Septobasidium,13,Pathotroph,Animal Pathogen,NULL,Facultative Yeast,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11956,Eukaryota,Opisthokonta,Fungi,Glomeromycota,Glomeromycotina,Glomeromycetes,Glomus,Glomus,13,Symbiotroph,Arbuscular Mycorrhizal,NULL,NULL,Highly Probable,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))"
Zotu11970,Eukaryota,Opisthokonta,Fungi,Kickxellomycota,Kickxellomycotina,Harpellales,Spiromyces,Spiromyces,13,Saprotroph,Undefined Saprotroph,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu11979,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Magnaporthe,Magnaporthe,13,Pathotroph,Plant Pathogen,NULL,Microfungus,Probable,Species in this genus cause rice blast and take-all; Usually necrotrophic on roots (Cannon & Kirk 2007),"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu12029,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Schizophyllum,Schizophyllum,13,Saprotroph,Wood Saprotroph,White Rot,NULL,Highly Probable,NULL,"Ahmada SS, Miles PG. 1970. Genetical Research 15:19-28 ((https://doi.org/10.1017/S0016672300001336))"
Zotu12039,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Laetisaria,Laetisaria,13,Pathotroph,Plant Pathogen,NULL,Corticioid,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu12101,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Leptographium,Leptographium,13,Pathotroph,Plant Pathogen,Blue-Staining,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu1211,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Gibberella,Gibberella,13,Pathotroph,Plant Pathogen,NULL,Microfungus,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu12110,Eukaryota,Opisthokonta,Fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,Triparticalcar,Triparticalcar,13,Pathotroph,Plant Pathogen,NULL,NULL,Probable,NULL,"Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu12117,Eukaryota,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Ophiocordyceps,Ophiocordyceps,13,Pathotroph-Symbiotroph,Endophyte-Insect Pathogen,NULL,Microfungus,Probable,Contains about 140 species that grow on insects (Kirk et al. 2008),"Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
Zotu12122,Eukaryota,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Tremellomycetes,Bullera,Bullera,13,Saprotroph-Symbiotroph,Epiphyte-Litter Saprotroph,NULL,Yeast,Probable,"Isolated from dead leaves of Oryza sativa, Miscanthus sinensis and Sasa sp. in Japan (Nakase & Suzuki 1986; Syn. Udeniomyces puniceus); Foliar, isolated from leaves of Melostomae candidum (Nakase et al. 2004)","Nakase T, Suzuki M. 1986. Journal of General and Applied Microbiology Tokyo 32:225-240 ((https://doi.org/10.2323/jgam.32.225)); Nakase T, et al. 2004. Systematic and Applied Microbiology 27:558-564 ((https://doi.org/10.1078/0723202041748118))"
